title,revenue,vote_average,vote_count
The Interpreter,162944923,6.2,392
The Interview,12342632,6.1,2304
The Invasion,15071514,5.7,359
The Invention of Lying,31912793,6.0,518
The Iron Giant,23159305,7.6,1436
The Iron Lady,114956699,6.2,527
The Island,162949164,6.5,1770
The Island of Dr. Moreau,49627779,4.6,147
The Italian Job,176070171,6.6,1919
The Jackal,159330280,6.1,527
The Jacket,21126225,6.8,455
The Jerky Boys,0,4.8,10
The Jimmy Show,0,8.0,1
The Joneses,7022728,6.1,210
The Judge,83719388,7.2,1417
The Jungle Book,966550600,6.7,2892
The Jungle Book 2,135680000,5.6,269
The Juror,0,5.5,89
The Karate Kid,90815558,6.9,891
The Kentucky Fried Movie,0,6.4,66
The Kid,69700000,6.0,238
The Kids Are All Right,34705850,6.5,506
The Killer Inside Me,0,6.0,173
The King's Speech,414211549,7.6,2752
The Kingdom,86658558,6.5,513
The Kite Runner,73276047,7.3,394
The Ladies Man,13700000,5.7,34
The Lady from Shanghai,0,7.2,102
The Ladykillers,0,6.0,415
The Lake House,114830111,6.5,670
The Land Before Time,84460846,7.0,640
The Land Girls,0,7.0,3
The Last Airbender,318502923,4.7,1151
The Last Big Thing,0,6.0,3
The Last Castle,27642707,7.0,285
The Last Days on Mars,0,5.2,302
The Last Dragon,25754284,6.4,69
The Last Emperor,43984230,7.4,355
The Last Exorcism,67738090,5.6,328
The Last Exorcism Part II,15179302,4.4,203
The Last Five Years,0,5.5,143
The Last Godfather,16700000,4.7,7
The Last House on the Left,32721635,6.2,440
The Last King of Scotland,48027970,7.4,558
The Last Legion,25303038,5.0,207
The Last Samurai,456758981,7.3,1895
The Last Shot,0,5.9,15
The Last Sin Eater,0,6.2,11
The Last Song,0,6.9,923
The Last Stand,0,5.7,1266
The Last Station,0,6.7,55
The Last Temptation of Christ,8373585,7.0,201
The Last Time I Committed Suicide,0,6.7,7
The Last Waltz,321952,7.9,64
The Last Witch Hunter,146936910,5.7,1316
The Last of the Mohicans,75505856,7.1,732
The Lawnmower Man,32101000,5.4,197
The Lazarus Effect,64110728,5.1,505
The League of Extraordinary Gentlemen,179265204,5.7,1155
The Legend of Bagger Vance,39459427,6.3,251
The Legend of Drunken Master,0,7.2,242
The Legend of God's Gun,0,0.0,0
The Legend of Hell's Gate: An American Conspiracy,0,3.9,8
The Legend of Hercules,61279452,4.4,533
The Legend of Suriyothai,0,5.1,6
The Legend of Tarzan,356743061,5.5,2430
The Legend of Zorro,142400065,5.9,893
The Legend of the Lone Ranger,2945600,3.7,14
The Lego Movie,469160692,7.5,3070
The Libertine,0,5.9,128
The Life Aquatic with Steve Zissou,34808403,7.1,775
The Life Before Her Eyes,0,6.1,88
The Life of David Gale,38955598,7.3,480
The Limey,3193102,6.6,105
The Lincoln Lawyer,85412898,7.0,902
The Lion King,788241776,8.0,5376
The Lion of Judah,0,5.8,2
The Little Ponderosa Zoo,0,2.0,1
The Little Prince,97571250,7.6,756
The Little Vampire,13555988,6.1,77
The Lives of Others,70000000,7.9,958
The Living Daylights,191185897,6.2,440
The Living Wake,0,5.0,1
The Lizzie McGuire Movie,55534455,5.7,280
The Lone Ranger,89289910,5.9,2311
The Long Kiss Goodnight,89456761,6.5,314
The Long Riders,15795189,6.6,50
The Longest Day,50100000,7.2,234
The Longest Ride,63013281,7.3,1064
The Longest Yard,190320568,6.2,785
The Longshots,0,6.5,11
The Looking Glass,0,7.0,1
The Lord of the Rings: The Fellowship of the Ring,871368364,8.0,8705
The Lord of the Rings: The Return of the King,1118888979,8.1,8064
The Lord of the Rings: The Two Towers,926287400,8.0,7487
The Lords of Salem,1165882,5.1,242
The Losers,23580000,6.2,515
The Loss of Sexual Innocence,0,5.2,9
The Lost Boys,32222567,6.8,538
The Lost City,4386236,6.0,24
The Lost Medallion: The Adventures of Billy Stone,0,5.6,13
The Lost Skeleton of Cadavra,0,6.5,30
The Lost Weekend,11000000,7.4,112
The Lost World: Jurassic Park,229074524,6.2,2487
The Love Guru,41819064,4.3,242
The Love Letter,0,4.7,3
The Loved Ones,0,6.6,207
The Lovely Bones,93525586,6.6,1065
The Lovers,0,4.8,34
The Lucky One,99357138,6.8,946
The Lucky Ones,0,6.3,55
The Lunchbox,4235151,7.3,221
The Machinist,8203235,7.3,1247
The Magic Flute,0,6.9,6
The Maid's Room,0,4.8,4
The Majestic,37317558,6.6,188
The Man,12382362,5.4,133
The Man Who Knew Too Little,13801755,6.5,125
The Man Who Shot Liberty Valance,8000000,7.4,265
The Man from Earth,0,7.7,687
The Man from Snowy River,20659423,6.8,37
The Man from U.N.C.L.E.,108145109,7.1,2265
The Man in the Iron Mask,0,6.3,1018
The Man with the Golden Gun,97572000,6.3,524
The Man with the Iron Fists,15608545,5.2,358
The Manchurian Candidate,96105964,6.2,393
The Marine,22165608,5.0,163
The Marine 4: Moving Target,0,5.8,49
The Married Woman,0,7.1,20
The Martian,630161890,7.6,7268
The Mask,351583407,6.6,2472
The Mask of Zorro,250288523,6.3,1183
The Masked Saint,0,2.9,7
The Master,28258060,7.0,701
The Master of Disguise,0,3.7,78
The Matador,17297244,6.2,136
The Matrix,463517383,7.9,8907
The Matrix Reloaded,738599701,6.7,3443
The Matrix Revolutions,424988211,6.4,3096
The Maze Runner,348319861,7.0,5371
The Mechanic,51070807,6.3,1045
The Medallion,0,5.3,281
The Men Who Stare at Goats,68729358,5.9,742
The Merchant of Venice,0,6.7,144
The Messenger,1521261,7.1,119
The Messenger: The Story of Joan of Arc,66976317,6.2,367
The Mexican,147845033,5.8,441
The Midnight Meat Train,3533227,6.0,290
The Mighty,0,7.1,51
The Mighty Ducks,50752337,6.4,198
The Mighty Macs,0,5.0,15
The Mirror Has Two Faces,0,6.5,47
The Misfits,8200000,6.8,72
The Missing Person,0,6.4,9
The Mist,57096190,6.7,1399
The Molly Maguires,2200000,5.9,16
The Monkey King 2,193677158,6.0,24
The Monuments Men,154984035,5.8,1523
The Mortal Instruments: City of Bones,90565421,6.2,1602
The Motel,0,7.0,3
The Mothman Prophecies,55157539,6.1,305
The Mudge Boy,62852,7.3,23
The Mummy Returns,433013274,6.0,2206
The Mummy: Tomb of the Dragon Emperor,401128639,5.2,1387
The Muppet Christmas Carol,27281507,7.2,212
The Muppet Movie,76657000,7.0,164
The Muppets,165184237,6.5,501
The Muse,0,5.3,31
The Musketeer,27053815,5.2,56
The Naked Ape,0,5.0,1
The Naked Gun 2½: The Smell of Fear,86930411,6.6,546
The Naked Gun 33⅓: The Final Insult,51132598,6.3,521
The Names of Love,0,7.3,93
The Namesake,20138836,6.8,50
The Nativity Story,0,6.4,35
The Negotiator,44547681,6.8,582
The Neon Demon,1333124,6.4,887
The Net,110627965,5.6,354
The NeverEnding Story,20158808,7.0,1002
The New Guy,0,5.7,151
The New World,30536013,6.4,330
The Newton Boys,76000000,5.9,44
The Next Best Thing,24362772,4.3,29
The Next Three Days,51148651,6.9,905
The Night Listener,0,5.5,57
The Night Visitor,0,7.3,6
The Ninth Gate,58401898,6.3,756
The Notebook,115603229,7.7,3067
The November Man,32556119,6.0,639
The Number 23,77566815,6.3,1018
The Nun's Story,12800000,7.4,46
The Nut Job,0,5.5,319
The Nutcracker,2119994,5.6,5
The Nutcracker: The Untold Story,16178959,5.4,50
The Nutty Professor,128769345,5.4,702
The Object of My Affection,46905889,5.6,72
The Odd Life of Timothy Green,51854875,6.5,386
The Oh in Ohio,0,5.8,27
The Omega Code,2400000,4.4,17
The Omen,60922980,7.2,476
The One,72700000,5.7,437
The Oogieloves in the Big Balloon Adventure,0,2.2,8
The Open Road,0,4.8,19
The Opposite Sex,45000,4.1,9
The Order,11560806,4.8,91
The Original Kings of Comedy,0,6.3,15
The Orphanage,44000000,7.1,633
The Other Boleyn Girl,0,6.4,477
The Other Conquest,0,5.4,4
The Other Dream Team,0,6.9,7
The Other End of the Line,0,6.1,50
The Other Guys,170432927,6.1,1383
The Other Side of Heaven,4720371,6.7,14
The Other Woman,196781193,6.2,1437
The Others,0,7.4,1660
The Out-of-Towners,29000000,5.0,45
The Outrageous Sophie Tucker,0,0.0,0
The Outsiders,33697647,6.9,291
The Oxford Murders,0,5.7,188
The Pacifier,113006880,5.8,842
The Painted Veil,0,7.1,312
The Pallbearer,0,4.6,30
The Party's Over,0,6.1,6
The Passion of the Christ,611899420,6.9,864
The Past Is a Grotesque Animal,0,5.5,2
The Patriot,215294342,6.8,1099
The Peacemaker,0,5.8,255
The Peanuts Movie,246233113,6.5,604
The Pelican Brief,195268056,6.3,371
The Perez Family,2832826,6.6,9
The Perfect Game,3878993,6.3,30
The Perfect Host,14870,6.2,135
The Perfect Man,0,5.5,203
The Perfect Match,0,5.2,42
The Perfect Storm,325756637,6.2,597
The Perfect Wave,0,4.4,21
The Perks of Being a Wallflower,33400000,7.7,2968
The Pet,0,5.3,3
The Phantom,17300889,4.7,136
The Phantom of the Opera,154648887,7.0,438
The Pianist,120072577,8.0,1864
The Piano,116700000,7.1,281
The Pink Panther,0,5.6,550
The Pirate,2956000,6.6,17
The Pirates! In an Adventure with Scientists!,118338361,6.4,374
The Place Beyond the Pines,35485608,6.8,1653
The Players Club,0,6.4,14
The Pledge,29400000,6.5,215
The Poker House,0,6.1,47
The Polar Express,305875730,6.4,1474
The Possession,85446075,5.8,498
The Postman,17626234,6.1,299
The Postman Always Rings Twice,0,6.4,110
The Prestige,109676311,8.0,4391
The Prince,266586800,4.6,218
The Prince & Me,0,5.9,278
The Prince of Egypt,218613188,6.8,817
The Prince of Tides,74787599,5.9,56
The Princess Bride,30857814,7.6,1486
The Princess Diaries,165335153,6.5,1023
The Princess Diaries 2: Royal Engagement,95149435,6.0,697
The Princess and the Frog,267045765,6.7,1247
The Prisoner of Zenda,0,8.4,11
The Producers,38058335,6.1,151
The Promise,0,5.0,29
The Prophecy,16,6.4,138
The Proposal,317375031,6.7,1804
The Proposition,5048693,7.1,218
The Protector,27165581,6.8,167
The Puffy Chair,0,6.2,15
The Punisher,54700105,6.1,766
The Purge,89328627,6.0,2428
The Purge: Anarchy,108782847,6.6,1954
The Purge: Election Year,118587880,6.1,1306
The Pursuit of D.B. Cooper,0,6.8,4
The Pursuit of Happyness,307077295,7.7,2525
The Queen,123384128,6.8,338
The Quick and the Dead,18552460,6.3,427
The Quiet,381420,6.1,73
The Quiet American,27674124,6.4,81
The R.M.,0,4.8,4
The Rage: Carrie 2,17762705,5.1,76
The Raid,4105187,7.3,1055
The Railway Man,22309223,6.7,273
The Rainmaker,45916769,6.7,235
The Raven,29657751,6.1,426
The Reader,113019290,7.2,813
The Real Cancun,0,3.3,8
The Reaping,62771059,5.4,205
The Red Violin,9495408,7.3,99
The Reef,0,5.4,130
The Relic,33956608,5.8,130
The Remains of the Day,23237911,7.5,202
The Replacement Killers,19204929,6.0,127
The Replacements,0,6.1,203
The Return,0,7.4,100
The Return of the Living Dead,14237000,7.3,267
The Return of the Pink Panther,41833347,6.7,137
The Revenant,532950503,7.3,6396
The Ridiculous 6,0,4.9,388
The Right Stuff,21500000,7.3,235
The Ring Two,161451538,5.4,632
The Rise of the Krays,0,4.5,19
The Rite,96047633,5.8,556
The River Wild,0,6.1,210
The Road,27635305,6.8,1087
The Road to El Dorado,76432727,7.0,858
The Robe,36000000,6.4,42
The Rock,335062621,6.9,1456
The Rocker,8762890,5.6,156
The Rocket: The Legend of Rocket Richard,2019009,6.1,17
The Rookie,75597042,6.5,110
The Roommate,40492759,5.3,224
The Rose,29174648,6.8,28
The Royal Tenenbaums,71441250,7.4,1286
The Rugrats Movie,100491683,5.7,147
The Ruins,0,5.6,265
The Rules of Attraction,0,6.3,168
The Runaways,2995811,6.3,254
The Rundown,80916492,6.4,514
The Running Man,38122105,6.4,703
The Saint,118063304,5.9,302
The Salon,0,3.5,1
The Santa Clause,189833357,6.3,489
The Santa Clause 2,172855065,5.5,297
The Savages,0,6.8,110
The Scarlet Letter,10382407,5.5,108
The Score,71069884,6.7,423
The Scorpion King,165333180,5.3,779
The Sea Inside,38535221,7.2,219
The Second Best Exotic Marigold Hotel,85978266,6.3,272
The Second Mother,0,7.8,165
The Secret,0,0.0,0
The Secret Life of Bees,38105395,7.4,158
The Secret Life of Pets,875958308,5.9,3462
The Secret Life of Walter Mitty,188133322,7.0,3144
The Secret in Their Eyes,33965843,7.8,626
The Secret of Kells,0,7.3,181
The Sentinel,77920346,5.8,225
The Sessions,9138338,6.6,179
The Shadow,48063435,5.4,138
The Shaggy Dog,61112916,4.5,137
The Shallows,119100758,6.2,1567
The Shawshank Redemption,28341469,8.5,8205
The Shining,44017374,8.1,3757
The Shipping News,0,6.4,108
The Siege,116672912,6.0,352
The Signal,600896,5.8,631
The Silence of the Lambs,272742922,8.1,4443
The Simpsons Movie,527068851,6.9,2264
The Singing Detective,0,5.9,41
The Singles Ward,0,7.5,4
The Sisterhood of Night,0,6.5,31
The Sisterhood of the Traveling Pants,39053061,6.3,386
The Sisterhood of the Traveling Pants 2,44352417,6.0,238
The Sitter,34942188,5.4,325
The Sixth Sense,672806292,7.7,3147
The Skeleton Key,91974818,6.4,573
The Skeleton Twins,5284309,6.7,292
The Skulls,35007180,5.8,156
The Slaughter Rule,0,6.2,9
The Sleepwalker,0,4.1,7
The Smurfs,563749323,5.5,1179
The Smurfs 2,347434178,5.5,695
The Snow Queen,12400000,5.1,47
The Social Network,224920315,7.1,3391
The Soloist,31720158,6.6,234
The Son of No One,0,4.8,92
The Sorcerer's Apprentice,215283742,5.8,1470
The Sound and the Shadow,0,0.0,0
The Sound of Music,286214286,7.4,941
The Spanish Apartment,3897799,7.0,266
The Spanish Prisoner,13835130,7.1,73
The Specialist,170362582,5.5,313
The Specials,0,5.5,11
The Spectacular Now,6854611,6.8,1048
The Spiderwick Chronicles,162839667,6.3,572
The Spirit,39031337,4.7,320
The SpongeBob Movie: Sponge Out of Water,311594032,5.8,719
The SpongeBob SquarePants Movie,140161792,6.7,574
The Spy Next Door,45236543,5.5,345
The Spy Who Loved Me,185438673,6.6,507
The Square,0,7.8,55
The Squid and the Whale,11098131,6.9,226
The Statement,0,5.9,23
The Station Agent,8679814,7.4,210
The Stepfather,0,5.4,167
The Stepford Wives,102000000,5.4,334
The Stewardesses,27000000,4.3,5
The Sticky Fingers of Time,0,4.8,3
The Sting,159616327,7.9,622
The Story of Us,58900031,5.9,75
The Straight Story,0,7.7,306
The Sum of All Fears,193000000,5.9,437
The Sweeney,6294161,5.7,109
The Sweet Hereafter,3263585,6.8,103
The Sweetest Thing,68696770,5.3,280
The Swindle,0,6.4,5
The Switch,49830607,5.9,583
The Tailor of Panama,28008462,6.2,92
The Taking of Pelham 1 2 3,150166126,6.2,954
The Tale of Despereaux,50877145,5.8,258
The Talented Mr. Ripley,128798265,7.0,767
The Tempest,346594,6.0,31
The Ten,0,4.9,57
The Terminal,219417255,7.0,1910
The Terminator,78371200,7.3,4128
The Texas Chain Saw Massacre,30859000,7.2,590
The Texas Chainsaw Massacre 2,8025872,5.9,139
The Texas Chainsaw Massacre: The Beginning,0,5.9,402
The Theory of Everything,123726688,7.8,3311
The Thief and the Cobbler,669276,6.8,26
The Thin Red Line,98126565,7.2,771
The Thing,19629760,7.8,1588
The Thirteenth Floor,18564088,6.8,378
The Thomas Crown Affair,124305181,6.6,339
The Three Burials of Melquiades Estrada,12036149,7.0,177
The Three Musketeers,132274484,5.6,924
The Three Stooges,54819301,4.9,140
The Tigger Movie,45554533,6.3,143
The Timber,0,4.1,15
The Time Machine,123729176,5.8,631
The Time Traveler's Wife,101229792,6.7,798
The To Do List,3566225,5.5,342
The Tooth Fairy,0,4.3,13
The Torture Chamber of Dr. Sadism,0,6.3,12
The Tourist,278731369,6.0,1699
The Town,154026136,7.0,1468
The Toxic Avenger,0,6.3,113
The Toxic Avenger Part II,0,5.3,39
The Train,6800000,7.2,72
The Transporter,43928932,6.6,1692
The Transporter Refueled,72629670,5.2,559
The Tree of Life,54674226,6.5,987
The Trials Of Darryl Hunt,0,6.8,4
The Triplets of Belleville,1477676,7.3,231
The Trouble with Harry,7000000,6.9,149
The True Story of Puss 'n Boots,0,3.8,7
The Truman Show,264118201,7.8,4537
The Tuxedo,0,5.3,483
The Twilight Saga: Breaking Dawn - Part 2,829000000,6.1,2553
The Twilight Saga: Eclipse,698491347,5.8,2301
The Twilight Saga: New Moon,709827462,5.6,2436
The Ugly Truth,205298907,6.4,972
The Ultimate Gift,0,6.8,78
The Unborn,76514050,4.8,365
The Untouchables,76270454,7.6,1384
The Upside of Anger,0,6.4,72
The Usual Suspects,23341568,8.1,3254
The Valley of Decision,9132000,5.8,4
The Vatican Exorcisms,0,4.4,11
The Vatican Tapes,1784763,4.6,243
The Veil,0,4.5,118
The Velocity of Gary,0,4.2,5
The Verdict,53977250,7.4,131
The Village,256697520,6.2,1071
The Virgin Suicides,10409377,7.1,817
The Virginity Hit,563706,4.6,19
The Visit,98450062,6.0,1360
The Visitors,0,7.1,420
The Visitors II: The Corridors of Time,0,5.8,221
The Visual Bible: The Gospel of John,4069090,8.2,12
The Vow,196114570,7.0,1293
The Wackness,2899975,6.2,94
The Wailing,0,7.2,250
The Walk,61181942,6.9,1121
The Walking Deceased,0,4.2,35
The Warlords,0,6.3,83
The Warrior's Way,11087569,6.3,136
The Wash,10229331,5.3,26
The Watch,68267862,5.3,881
The Watcher,0,4.9,110
The Water Diviner,15520023,6.8,431
The Waterboy,185991646,5.9,512
The Wave,19000000,7.5,841
The Way Way Back,23198652,7.1,688
The Way of the Gun,19125401,6.4,100
The Weather Man,12482775,6.0,289
The Wedding Date,47175038,6.2,230
The Wedding Planner,94728529,5.5,427
The Wendell Baker Story,0,5.2,16
The White Countess,0,6.9,21
The White Ribbon,0,7.2,255
The Whole Nine Yards,106371651,6.2,531
The Whole Ten Yards,26155781,5.5,278
The Wicked Lady,0,4.3,4
The Wicked Within,0,4.2,26
The Widow of Saint-Pierre,0,6.7,11
The Wild Bunch,638641,7.6,259
The Wild Thornberrys Movie,0,5.8,44
The Wind That Shakes the Barley,22889018,7.1,154
The Witch,40423945,6.3,1434
The Wiz,21049053,5.9,58
The Wizard of Oz,33754967,7.4,1642
The Wolf of Wall Street,392000694,7.9,6571
The Wolfman,0,5.5,549
The Wolverine,415440673,6.3,4053
The Woman Chaser,0,4.9,4
The Woman in Black,127730736,6.1,1206
The Women,50007546,4.6,96
The Wood,25059640,7.1,34
The Words,13231461,6.4,379
The Work and The Story,0,0.0,0
The Work and the Glory,3347647,6.1,7
The Work and the Glory II: American Zion,2025032,8.0,6
The World Is Mine,0,0.0,0
The World Is Not Enough,361832400,6.0,862
The World's End,46089287,6.7,1778
The World's Fastest Indian,0,7.3,166
The Wraith,3500000,5.9,108
The Wrestler,44703995,7.3,1000
The X Files,189198313,6.6,488
The X Files: I Want to Believe,68369434,5.5,523
The Yards,0,6.0,97
The Yellow Handkerchief,317000,6.4,52
The Young Messiah,6490401,6.4,30
The Young Unknowns,0,0.0,0
The Young Victoria,27409889,7.0,322
The Young and Prodigious T.S. Spivet,9494789,6.7,232
There Be Dragons,0,5.9,27
There Goes My Baby,123509,8.5,2
There Will Be Blood,77208711,7.9,1537
There's Always Woodstock,0,5.4,12
There's Something About Mary,369884651,6.5,1590
Theresa Is a Mother,0,0.0,0
They,0,4.6,74
They Came Together,0,5.3,171
They Live,13008928,7.1,550
They Will Have to Kill Us First,0,5.0,1
Things We Lost in the Fire,2849142,6.7,90
Things to Do in Denver When You're Dead,529766,6.7,85
Think Like a Man,96070507,6.9,281
Think Like a Man Too,70181428,6.4,225
Thinner,0,5.5,124
Thir13en Ghosts,0,5.4,440
Thirteen,4601043,6.7,339
Thirteen Conversations About One Thing,0,6.4,25
Thirteen Days,34566746,6.9,189
This Christmas,0,7.1,29
This Is 40,88058786,5.6,896
This Is England,8176544,7.4,363
This Is It,0,6.7,247
This Is Martin Bonner,0,6.6,4
This Is Where I Leave You,41296320,6.5,505
This Is the End,126041322,6.3,2359
This Means War,156974557,5.9,1389
This Thing of Ours,0,5.0,1
Thomas and the Magic Railroad,0,4.6,8
Thor,449326618,6.6,6525
Thor: The Dark World,644571402,6.8,4755
Thr3e,0,4.8,21
Three,2611555,6.3,31
Three Kingdoms: Resurrection of the Dragon,0,6.6,35
Three Kings,108000000,6.6,692
Three Men and a Baby,0,5.8,253
Three to Tango,0,5.4,62
Thumbsucker,1919197,6.1,67
Thunder and the House of Magic,0,6.3,121
Thunderball,141195658,6.5,562
Thunderbirds,28283637,4.2,91
Tidal Wave,11301649,6.5,48
Tiger Orange,0,6.4,4
Tim and Eric's Billion Dollar Movie,0,5.2,34
Timber Falls,0,5.2,38
Time Bandits,42365581,6.6,249
Time Changer,0,5.2,9
Time to Choose,0,0.0,0
Timecop,101646581,5.5,282
Timecrimes,553198,7.0,308
Timeline,19480739,5.4,318
Tin Can Man,0,2.0,1
Tin Cup,53854588,5.9,150
Tinker Tailor Soldier Spy,0,6.6,840
Tiny Furniture,416498,5.6,59
Titan A.E.,36754634,6.3,313
Titanic,1845034188,7.5,7562
"To Be Frank, Sinatra at 100",0,0.0,0
To Die For,21284514,6.7,175
To Kill a Mockingbird,13129846,8.0,657
To Rome with Love,73244881,5.6,546
To Save A Life,0,6.2,21
To Write Love on Her Arms,0,6.8,47
Tom Jones,37600000,6.1,39
Tombstone,56505065,7.4,626
Tomcats,23430766,4.9,74
Tomorrow Never Dies,333011068,6.0,925
Tomorrowland,209154322,6.2,2846
Tootsie,177200000,6.9,421
Top Cat Begins,0,5.3,9
Top Five,25434291,6.3,210
Top Gun,356830601,6.7,1698
Top Hat,3202000,7.4,59
Top Spin,0,6.8,6
Topaz,6000000,6.1,77
Topsy-Turvy,0,6.7,41
Tora! Tora! Tora!,29548291,6.9,147
Torn Curtain,13000000,6.4,120
Torque,46546197,4.7,119
Total Recall,261317921,7.1,1710
Touching the Void,13885802,7.6,138
Tower Heist,152930623,5.8,932
Town & Country,10372291,3.7,16
Toy Story,373554033,7.7,5269
Toy Story 2,497366869,7.3,3806
Toy Story 3,1066969703,7.6,4597
Tracker,0,6.0,16
Trade,0,6.8,67
Trade Of Innocents,0,5.5,12
Trading Places,90400000,7.1,738
Traffic,207515725,6.9,562
Train,0,4.8,36
Training Day,104876233,7.3,1634
Trainspotting,16491080,7.8,2655
Trainwreck,140795793,5.9,1181
Trance,24261569,6.5,956
Transamerica,13350369,6.9,144
Transcendence,103039258,5.9,2295
Transformers,709709780,6.6,4040
Transformers: Age of Extinction,1091405097,5.8,3095
Transformers: Dark of the Moon,1123746996,6.1,3299
Transformers: Revenge of the Fallen,836297228,6.0,3138
Transporter 2,85167639,6.2,1061
Transsiberian,5926410,6.5,195
Trapeze,14400000,6.4,22
Trash,0,7.1,242
Travellers and Magicians,0,6.8,9
Treachery,0,4.8,5
Treading Water,0,5.6,6
Treasure Planet,109578115,7.2,948
Trees Lounge,0,6.7,51
Trekkies,0,6.3,22
Tremors,48572000,6.6,864
Triangle,0,6.9,612
Triple 9,12639297,5.6,797
Trippin',9016377,4.5,4
Troll Hunter,4159678,6.7,583
Troop Beverly Hills,0,5.6,56
Tropic Thunder,188072649,6.5,1667
Trouble with the Curve,0,6.6,366
Troy,497409852,6.9,2759
Trucker,0,6.8,16
True Grit,252276927,7.2,1668
True Lies,378882411,6.8,1116
True Romance,12281551,7.5,749
Trust,120000,6.6,307
Trust the Man,0,5.5,29
Truth or Dare,0,5.7,117
Tsotsi,9879971,6.9,94
Tuck Everlasting,0,6.4,128
Tucker and Dale vs Evil,5476793,7.3,847
Tumbleweeds,1281176,6.2,11
Tupac: Resurrection,7808524,8.0,26
Turbo,282570682,6.1,1074
Turbulence,11466088,5.2,62
Tusk,1826705,5.1,366
Twilight,392616625,5.8,3561
Twilight Zone: The Movie,29450919,6.2,161
Twin Falls Idaho,0,7.0,11
Twins,216614388,5.7,559
Twister,494471524,6.1,950
Twixt,0,5.0,85
Two Brothers,62172050,6.9,180
Two Can Play That Game,0,6.6,17
Two Evil Eyes,0,6.0,35
Two Girls and a Guy,2057193,5.4,24
Two Lovers,3148182,6.6,154
Two Lovers and a Bear,0,6.8,27
Two Weeks Notice,93354918,5.9,487
Tycoon,0,6.6,4
U-571,127666415,6.1,340
U.F.O.,0,3.1,47
U2 3D,22730842,6.7,10
UHF,0,6.7,89
Ulee's Gold,0,6.5,19
"Ultramarines: A Warhammer 40,000 Movie",0,5.2,27
Ultraviolet,31070211,4.8,458
UnDivided,0,0.0,0
Unaccompanied Minors,0,5.4,66
Unbreakable,248118121,6.9,1946
Unbroken,163442937,7.3,1400
Under Siege 2: Dark Territory,104324083,5.6,210
Under the Rainbow,2297493,4.9,7
Under the Same Moon,23311391,7.0,28
Under the Skin,5380251,6.0,1102
Under the Tuscan Sun,0,6.4,172
Underclassman,0,5.5,28
Undercover Brother,41604473,5.5,112
Underdogs,24000000,6.0,122
Underworld,95708457,6.6,2512
Underworld: Awakening,160112671,6.1,1862
Underworld: Evolution,111340801,6.4,1528
Underworld: Rise of the Lycans,91353501,6.2,1428
Undiscovered,1046166,4.5,12
Undisputed,12398628,6.1,139
Unfaithful,119137784,6.3,276
Unfinished Business,14431253,5.0,320
Unforgiven,159157447,7.7,1113
Unfriended,62882090,5.5,1047
United 93,76286096,6.9,367
United Passions,0,3.0,16
Universal Soldier: The Return,10667893,4.2,135
Unknown,130786397,6.5,1265
Unleashed,50871113,6.6,518
Unnatural,0,4.3,12
Unstoppable,167805466,6.3,1165
Unsullied,0,3.0,1
Untraceable,32483410,5.9,238
Up,735099082,7.7,6870
Up Close & Personal,0,5.9,50
Up in the Air,163670000,6.7,1205
Urban Legend,72527595,5.6,290
Urban Legends: Final Cut,38574362,4.4,100
Urbania,0,5.2,10
V for Vendetta,132511035,7.7,4442
Vaalu,0,6.7,5
Vacation,104384188,6.2,1195
Valentine,0,5.0,114
Valentine's Day,216485654,5.7,1013
Valiant,19478106,5.2,235
Valkyrie,200276000,6.7,1173
Valley of the Heart's Delight,0,7.0,1
Valley of the Wolves: Iraq,0,4.3,7
Vampire in Brooklyn,19800000,4.5,111
Vampires,0,5.8,255
Vampires Suck,80547866,4.2,315
Vamps,0,4.8,91
Vanilla Sky,203388341,6.5,1078
Vanity Fair,16123851,5.5,73
Vantage Point,151161491,6.2,716
Varsity Blues,0,6.0,122
Veer-Zaara,29385320,7.4,64
VeggieTales: The Pirates Who Don't Do Anything,0,5.9,25
Velvet Goldmine,1053788,6.9,116
Vera Drake,0,6.8,80
Veronica Guerin,1569918,6.8,59
Veronika Decides to Die,0,5.8,75
Vertical Limit,215663859,5.9,283
Very Bad Things,9898412,6.2,179
Vessel,0,5.9,8
Vicky Cristina Barcelona,96408652,6.7,1020
Victor Frankenstein,34227298,5.6,685
Videodrome,2120439,7.1,454
Virgin Territory,5410749,4.3,75
Virtuosity,24048000,5.4,163
Volcano,0,5.2,376
Volver,85582407,7.3,406
W.,29506464,6.1,143
WALL·E,521311860,7.8,6296
Wag the Dog,64256513,6.7,270
Wah-Wah,0,6.3,8
Waiting for Guffman,0,7.3,63
Waiting...,18637690,6.2,237
Waitress,22179430,6.7,129
Waking Ned,0,7.4,54
Wal-Mart: The High Cost of Low Price,0,6.9,24
Walk Hard: The Dewey Cox Story,18317151,6.6,212
Walk the Line,186438883,7.3,718
Walking Tall,57223890,6.0,381
Walking With Dinosaurs,126546518,5.2,133
Walking and Talking,0,6.6,7
Wall Street,43848069,7.0,546
Wall Street: Money Never Sleeps,134748021,5.8,493
Walter,0,5.3,26
Waltz with Bashir,11125849,7.8,291
Wanderlust,24159934,5.3,394
Wanted,258270008,6.4,2528
War,40452643,6.0,414
War Horse,177584879,7.0,992
War of the Worlds,591739379,6.2,2322
"War, Inc.",1296184,5.6,86
WarGames,79567667,7.0,504
